SAMPLE	AUTO_HQ_median	N_BINS
HG03271.by1000.	32.29	142070
HG03272.by1000.	32.28	142070
HG03279.by1000.	37.83	142070
HG03280.by1000.	37.34	142070
HG03291.by1000.	30.91	142070
HG03294.by1000.	30.84	142070
HG03295.by1000.	31.81	142070
HG03296.by1000.	30.32	142070
HG03297.by1000.	31.12	142070
HG03298.by1000.	34.67	142070
HG03299.by1000.	33.9	142070
HG03300.by1000.	33.37	142070
HG03301.by1000.	33.11	142070
HG03302.by1000.	33.27	142070
HG03303.by1000.	32.06	142070
HG03304.by1000.	32.95	142070
HG03305.by1000.	34.09	142070
HG03306.by1000.	33.56	142070
HG03307.by1000.	34.82	142070
HG03308.by1000.	33.18	142070
HG03309.by1000.	30.77	142070
HG03310.by1000.	31.13	142070
HG03311.by1000.	33.84	142070
HG03312.by1000.	30.12	142070
HG03313.by1000.	33.69	142070
HG03314.by1000.	31.11	142070
HG03342.by1000.	34.03	142070
HG03343.by1000.	43.78	142070
HG03344.by1000.	32.69	142070
HG03350.by1000.	35.675	142070
HG03351.by1000.	38.51	142070
HG03352.by1000.	30.66	142070
HG03354.by1000.	32.14	142070
HG03363.by1000.	31.41	142070
HG03366.by1000.	38.05	142070
HG03367.by1000.	37.36	142070
HG03368.by1000.	30.55	142070
HG03369.by1000.	42.3	142070
HG03370.by1000.	32.35	142070
HG03371.by1000.	33.28	142070
HG03372.by1000.	39.93	142070
HG03373.by1000.	31.63	142070
HG03374.by1000.	31.38	142070
HG03376.by1000.	32.22	142070
HG03378.by1000.	31.27	142070
HG03380.by1000.	32.96	142070
HG03382.by1000.	32.0	142070
HG03385.by1000.	33.1	142070
HG03388.by1000.	33.96	142070
HG03391.by1000.	33.03	142070
HG03394.by1000.	32.56	142070
HG03397.by1000.	30.76	142070
HG03401.by1000.	29.5	142070
HG03410.by1000.	31.08	142070
HG03419.by1000.	33.51	142070
HG03428.by1000.	33.59	142070
HG03432.by1000.	35.74	142070
HG03433.by1000.	39.83	142070
HG03436.by1000.	33.82	142070
HG03437.by1000.	32.53	142070
HG03438.by1000.	33.75	142070
HG03439.by1000.	34.07	142070
HG03442.by1000.	33.52	142070
HG03445.by1000.	31.47	142070
HG03446.by1000.	32.09	142070
HG03449.by1000.	33.86	142070
HG03451.by1000.	31.83	142070
HG03452.by1000.	40.32	142070
HG03453.by1000.	32.43	142070
HG03454.by1000.	30.92	142070
HG03455.by1000.	32.64	142070
HG03456.by1000.	32.8	142070
HG03457.by1000.	43.65	142070
HG03458.by1000.	30.42	142070
HG03460.by1000.	34.62	142070
HG03461.by1000.	31.34	142070
HG03464.by1000.	31.96	142070
HG03469.by1000.	33.39	142070
HG03470.by1000.	36.63	142070
HG03472.by1000.	30.1	142070
HG03473.by1000.	29.38	142070
HG03476.by1000.	30.92	142070
HG03478.by1000.	36.02	142070
HG03479.by1000.	35.95	142070
HG03480.by1000.	33.77	142070
HG03484.by1000.	30.24	142070
HG03485.by1000.	31.87	142070
HG03486.by1000.	34.59	142070
HG03487.by1000.	32.36	142070
HG03488.by1000.	33.13	142070
HG03489.by1000.	31.64	142070
HG03490.by1000.	33.44	142070
HG03491.by1000.	32.72	142070
HG03492.by1000.	32.49	142070
HG03499.by1000.	41.58	142070
HG03511.by1000.	33.78	142070
HG03514.by1000.	31.8	142070
HG03515.by1000.	32.17	142070
HG03516.by1000.	31.23	142070
HG03517.by1000.	41.45	142070
HG03518.by1000.	32.79	142070
HG03519.by1000.	36.74	142070
HG03520.by1000.	32.16	142070
HG03521.by1000.	33.88	142070
HG03522.by1000.	34.98	142070
HG03538.by1000.	32.77	142070
HG03539.by1000.	31.65	142070
HG03540.by1000.	36.32	142070
HG03547.by1000.	31.91	142070
HG03548.by1000.	32.23	142070
HG03556.by1000.	34.05	142070
HG03557.by1000.	36.36	142070
HG03558.by1000.	31.77	142070
HG03559.by1000.	32.87	142070
HG03563.by1000.	33.61	142070
HG03565.by1000.	34.04	142070
HG03567.by1000.	31.95	142070
HG03571.by1000.	36.95	142070
HG03572.by1000.	31.16	142070
HG03574.by1000.	34.15	142070
HG03575.by1000.	34.05	142070
HG03576.by1000.	28.62	142070
HG03577.by1000.	31.32	142070
HG03578.by1000.	33.1	142070
HG03579.by1000.	32.27	142070
HG03582.by1000.	33.33	142070
HG03583.by1000.	31.98	142070
HG03584.by1000.	33.085	142070
HG03585.by1000.	32.83	142070
HG03589.by1000.	32.38	142070
HG03593.by1000.	32.0	142070
HG03594.by1000.	32.96	142070
HG03595.by1000.	37.78	142070
HG03596.by1000.	32.84	142070
HG03598.by1000.	30.63	142070
HG03600.by1000.	30.92	142070
HG03603.by1000.	41.96	142070
HG03604.by1000.	33.4	142070
HG03605.by1000.	28.86	142070
HG03606.by1000.	35.51	142070
HG03607.by1000.	32.85	142070
HG03611.by1000.	70.18	142070
HG03615.by1000.	35.42	142070
HG03616.by1000.	32.26	142070
HG03617.by1000.	33.43	142070
HG03618.by1000.	33.83	142070
HG03619.by1000.	32.46	142070
HG03620.by1000.	33.85	142070
HG03624.by1000.	31.17	142070
HG03625.by1000.	39.99	142070
HG03626.by1000.	33.4	142070
HG03629.by1000.	32.29	142070
HG03631.by1000.	32.72	142070
HG03633.by1000.	34.22	142070
HG03634.by1000.	34.37	142070
HG03635.by1000.	32.91	142070
HG03636.by1000.	33.26	142070
HG03639.by1000.	35.13	142070
HG03640.by1000.	33.09	142070
HG03641.by1000.	30.88	142070
HG03642.by1000.	32.58	142070
HG03643.by1000.	32.16	142070
HG03644.by1000.	31.83	142070
HG03645.by1000.	32.67	142070
HG03646.by1000.	32.93	142070
HG03649.by1000.	33.19	142070
HG03650.by1000.	31.9	142070
HG03651.by1000.	33.86	142070
HG03652.by1000.	35.81	142070
HG03653.by1000.	31.3	142070
HG03654.by1000.	34.54	142070
HG03660.by1000.	37.67	142070
HG03663.by1000.	33.0	142070
HG03667.by1000.	35.02	142070
HG03668.by1000.	32.54	142070
HG03669.by1000.	34.55	142070
HG03672.by1000.	50.65	142070
HG03673.by1000.	32.56	142070
HG03679.by1000.	32.1	142070
HG03680.by1000.	30.98	142070
HG03681.by1000.	30.63	142070
HG03682.by1000.	31.04	142070
HG03683.by1000.	34.31	142070
HG03684.by1000.	32.53	142070
HG03685.by1000.	31.735	142070
HG03686.by1000.	33.56	142070
HG03687.by1000.	29.55	142070
HG03688.by1000.	34.68	142070
HG03689.by1000.	37.36	142070
HG03690.by1000.	32.02	142070
HG03691.by1000.	35.54	142070
HG03692.by1000.	32.54	142070
HG03693.by1000.	34.42	142070
HG03694.by1000.	31.33	142070
HG03695.by1000.	32.78	142070
HG03696.by1000.	34.04	142070
HG03697.by1000.	32.32	142070
HG03698.by1000.	33.2	142070
HG03699.by1000.	36.0	142070
HG03700.by1000.	33.7	142070
HG03701.by1000.	34.89	142070
HG03702.by1000.	34.77	142070
HG03703.by1000.	29.82	142070
HG03704.by1000.	34.36	142070
HG03705.by1000.	32.9	142070
HG03706.by1000.	33.32	142070
HG03707.by1000.	33.71	142070
HG03708.by1000.	40.55	142070
HG03709.by1000.	32.25	142070
HG03710.by1000.	35.32	142070
HG03711.by1000.	31.66	142070
HG03713.by1000.	32.44	142070
HG03714.by1000.	33.84	142070
HG03716.by1000.	31.53	142070
HG03717.by1000.	35.91	142070
HG03718.by1000.	30.47	142070
HG03719.by1000.	34.32	142070
HG03720.by1000.	31.97	142070
HG03721.by1000.	33.13	142070
HG03722.by1000.	33.69	142070
HG03725.by1000.	33.73	142070
HG03727.by1000.	34.65	142070
HG03729.by1000.	33.1	142070
HG03730.by1000.	30.79	142070
HG03731.by1000.	31.61	142070
HG03732.by1000.	32.99	142070
HG03733.by1000.	36.68	142070
HG03736.by1000.	29.5	142070
HG03738.by1000.	33.24	142070
HG03740.by1000.	31.68	142070
HG03741.by1000.	35.08	142070
HG03742.by1000.	34.38	142070
HG03743.by1000.	33.31	142070
HG03744.by1000.	33.29	142070
HG03745.by1000.	30.79	142070
HG03746.by1000.	33.46	142070
HG03750.by1000.	33.94	142070
HG03752.by1000.	32.25	142070
HG03753.by1000.	32.8	142070
HG03754.by1000.	33.23	142070
HG03755.by1000.	30.01	142070
HG03756.by1000.	33.45	142070
HG03757.by1000.	30.13	142070
HG03760.by1000.	33.24	142070
HG03761.by1000.	35.24	142070
HG03762.by1000.	30.94	142070
HG03763.by1000.	33.02	142070
HG03765.by1000.	32.31	142070
HG03767.by1000.	31.11	142070
HG03770.by1000.	31.82	142070
HG03771.by1000.	34.03	142070
HG03772.by1000.	31.91	142070
HG03773.by1000.	40.71	142070
HG03774.by1000.	33.46	142070
HG03775.by1000.	32.84	142070
HG03777.by1000.	32.96	142070
HG03778.by1000.	39.27	142070
HG03779.by1000.	32.83	142070
HG03780.by1000.	31.23	142070
HG03781.by1000.	31.83	142070
HG03782.by1000.	29.97	142070
HG03784.by1000.	33.43	142070
HG03785.by1000.	31.12	142070
HG03786.by1000.	34.04	142070
HG03787.by1000.	31.3	142070
HG03788.by1000.	33.23	142070
HG03789.by1000.	32.92	142070
HG03790.by1000.	32.55	142070
HG03792.by1000.	32.28	142070
HG03793.by1000.	30.44	142070
HG03794.by1000.	33.85	142070
HG03795.by1000.	34.46	142070
HG03796.by1000.	31.64	142070
HG03797.by1000.	34.43	142070
HG03798.by1000.	34.42	142070
HG03799.by1000.	33.69	142070
HG03800.by1000.	32.91	142070
HG03801.by1000.	32.62	142070
HG03802.by1000.	34.34	142070
HG03803.by1000.	29.82	142070
HG03804.by1000.	30.73	142070
HG03805.by1000.	35.65	142070
HG03806.by1000.	36.27	142070
HG03807.by1000.	29.96	142070
HG03808.by1000.	31.9	142070
HG03809.by1000.	33.91	142070
HG03812.by1000.	32.18	142070
HG03814.by1000.	30.2	142070
HG03815.by1000.	36.45	142070
HG03816.by1000.	29.97	142070
HG03817.by1000.	34.24	142070
HG03821.by1000.	33.93	142070
HG03823.by1000.	32.07	142070
HG03824.by1000.	31.09	142070
HG03825.by1000.	33.25	142070
HG03826.by1000.	30.91	142070
HG03829.by1000.	31.97	142070
HG03830.by1000.	30.3	142070
HG03831.by1000.	33.43	142070
HG03832.by1000.	30.85	142070
HG03833.by1000.	34.29	142070
HG03834.by1000.	31.86	142070
HG03836.by1000.	33.77	142070
HG03837.by1000.	33.02	142070
HG03838.by1000.	33.18	142070
HG03844.by1000.	31.98	142070
HG03846.by1000.	33.65	142070
HG03848.by1000.	31.68	142070
HG03849.by1000.	33.53	142070
HG03850.by1000.	33.44	142070
HG03851.by1000.	33.87	142070
HG03854.by1000.	35.2	142070
HG03856.by1000.	29.83	142070
HG03857.by1000.	32.22	142070
HG03858.by1000.	32.22	142070
HG03861.by1000.	32.53	142070
HG03862.by1000.	32.14	142070
HG03863.by1000.	30.88	142070
HG03864.by1000.	34.32	142070
HG03866.by1000.	32.17	142070
HG03867.by1000.	31.79	142070
HG03868.by1000.	34.67	142070
HG03869.by1000.	34.8	142070
HG03870.by1000.	30.12	142070
HG03871.by1000.	33.95	142070
HG03872.by1000.	32.33	142070
HG03873.by1000.	31.8	142070
HG03874.by1000.	34.34	142070
HG03875.by1000.	39.8	142070
HG03882.by1000.	31.3	142070
HG03884.by1000.	30.28	142070
HG03885.by1000.	32.625	142070
HG03886.by1000.	30.8	142070
HG03887.by1000.	32.01	142070
HG03888.by1000.	32.32	142070
HG03890.by1000.	35.84	142070
HG03894.by1000.	34.19	142070
HG03895.by1000.	31.83	142070
HG03896.by1000.	31.6	142070
HG03897.by1000.	38.15	142070
HG03898.by1000.	38.15	142070
HG03899.by1000.	34.36	142070
HG03900.by1000.	32.17	142070
HG03902.by1000.	43.04	142070
HG03904.by1000.	33.89	142070
HG03905.by1000.	31.39	142070
HG03906.by1000.	34.53	142070
HG03907.by1000.	34.13	142070
HG03908.by1000.	39.17	142070
HG03909.by1000.	30.9	142070
HG03910.by1000.	33.74	142070
HG03911.by1000.	33.16	142070
HG03913.by1000.	33.26	142070
HG03914.by1000.	30.49	142070
HG03915.by1000.	30.08	142070
HG03916.by1000.	33.18	142070
HG03917.by1000.	38.33	142070
HG03919.by1000.	38.75	142070
HG03920.by1000.	30.41	142070
HG03922.by1000.	38.65	142070
HG03925.by1000.	37.65	142070
HG03926.by1000.	30.91	142070
HG03927.by1000.	32.9	142070
HG03928.by1000.	30.58	142070
HG03929.by1000.	31.8	142070
HG03930.by1000.	30.82	142070
HG03931.by1000.	31.89	142070
HG03934.by1000.	32.14	142070
HG03937.by1000.	29.88	142070
HG03940.by1000.	30.85	142070
HG03941.by1000.	32.84	142070
HG03942.by1000.	33.6	142070
HG03943.by1000.	29.83	142070
HG03944.by1000.	33.0	142070
HG03945.by1000.	35.33	142070
HG03947.by1000.	35.06	142070
HG03949.by1000.	33.55	142070
HG03950.by1000.	32.07	142070
HG03951.by1000.	29.52	142070
HG03953.by1000.	27.85	142070
HG03955.by1000.	33.82	142070
HG03960.by1000.	30.2	142070
HG03963.by1000.	40.4	142070
HG03965.by1000.	36.67	142070
HG03967.by1000.	34.66	142070
HG03968.by1000.	36.77	142070
HG03969.by1000.	35.8	142070
HG03971.by1000.	31.7	142070
HG03973.by1000.	32.55	142070
HG03974.by1000.	31.67	142070
HG03976.by1000.	32.47	142070
HG03977.by1000.	29.66	142070
HG03978.by1000.	31.87	142070
HG03985.by1000.	34.37	142070
HG03986.by1000.	31.86	142070
HG03989.by1000.	36.07	142070
HG03990.by1000.	36.78	142070
HG03991.by1000.	38.04	142070
HG03992.by1000.	33.77	142070
HG03995.by1000.	41.72	142070
HG03998.by1000.	33.57	142070
HG03999.by1000.	36.19	142070
HG04001.by1000.	39.56	142070
HG04002.by1000.	35.1	142070
HG04003.by1000.	41.37	142070
HG04006.by1000.	37.89	142070
HG04014.by1000.	36.08	142070
HG04015.by1000.	31.35	142070
HG04017.by1000.	37.21	142070
HG04018.by1000.	33.67	142070
HG04019.by1000.	35.88	142070
HG04020.by1000.	36.76	142070
HG04022.by1000.	34.95	142070
HG04023.by1000.	35.32	142070
HG04025.by1000.	37.44	142070
HG04026.by1000.	33.18	142070
HG04029.by1000.	33.45	142070
HG04033.by1000.	38.1	142070
HG04035.by1000.	29.59	142070
HG04036.by1000.	32.44	142070
HG04038.by1000.	32.26	142070
HG04039.by1000.	34.32	142070
HG04042.by1000.	34.87	142070
HG04047.by1000.	35.7	142070
HG04054.by1000.	38.53	142070
HG04056.by1000.	31.21	142070
HG04059.by1000.	33.19	142070
HG04060.by1000.	43.0	142070
HG04061.by1000.	38.54	142070
HG04062.by1000.	34.22	142070
HG04063.by1000.	32.95	142070
HG04070.by1000.	33.37	142070
HG04075.by1000.	35.91	142070
HG04076.by1000.	34.59	142070
HG04080.by1000.	37.82	142070
HG04090.by1000.	36.52	142070
HG04093.by1000.	33.47	142070
HG04094.by1000.	31.41	142070
HG04096.by1000.	33.59	142070
HG04098.by1000.	33.98	142070
HG04099.by1000.	33.48	142070
HG04100.by1000.	43.13	142070
HG04106.by1000.	40.03	142070
HG04107.by1000.	31.73	142070
HG04115.by1000.	32.42	142070
HG04118.by1000.	33.19	142070
HG04122.by1000.	33.75	142070
HG04127.by1000.	35.06	142070
HG04131.by1000.	37.38	142070
HG04132.by1000.	32.41	142070
HG04133.by1000.	33.02	142070
HG04134.by1000.	34.55	142070
HG04135.by1000.	32.97	142070
HG04136.by1000.	34.54	142070
HG04140.by1000.	37.72	142070
HG04141.by1000.	41.37	142070
HG04142.by1000.	32.99	142070
HG04144.by1000.	34.81	142070
HG04146.by1000.	33.05	142070
HG04147.by1000.	32.5	142070
HG04148.by1000.	34.12	142070
HG04149.by1000.	33.83	142070
HG04150.by1000.	31.71	142070
HG04151.by1000.	33.97	142070
HG04152.by1000.	38.24	142070
HG04153.by1000.	45.29	142070
HG04155.by1000.	34.74	142070
HG04156.by1000.	35.31	142070
HG04157.by1000.	34.92	142070
HG04158.by1000.	34.03	142070
HG04159.by1000.	37.27	142070
HG04160.by1000.	33.3	142070
HG04161.by1000.	33.83	142070
HG04162.by1000.	31.02	142070
HG04164.by1000.	39.72	142070
HG04171.by1000.	35.55	142070
HG04173.by1000.	34.4	142070
HG04174.by1000.	34.69	142070
HG04175.by1000.	33.79	142070
HG04176.by1000.	30.56	142070
HG04177.by1000.	34.29	142070
HG04180.by1000.	34.95	142070
HG04182.by1000.	32.89	142070
HG04183.by1000.	43.75	142070
HG04184.by1000.	32.08	142070
HG04185.by1000.	31.14	142070
HG04186.by1000.	35.84	142070
HG04187.by1000.	34.01	142070
HG04188.by1000.	35.05	142070
HG04189.by1000.	35.35	142070
HG04191.by1000.	33.31	142070
HG04192.by1000.	32.35	142070
HG04193.by1000.	32.64	142070
HG04194.by1000.	33.23	142070
HG04195.by1000.	33.57	142070
HG04198.by1000.	43.95	142070
HG04199.by1000.	33.75	142070
HG04200.by1000.	36.2	142070
HG04202.by1000.	32.06	142070
HG04204.by1000.	33.91	142070
HG04206.by1000.	37.34	142070
HG04209.by1000.	32.44	142070
HG04210.by1000.	37.88	142070
HG04211.by1000.	31.8	142070
HG04212.by1000.	40.39	142070
HG04214.by1000.	38.82	142070
HG04215.by1000.	33.88	142070
HG04216.by1000.	36.94	142070
HG04217.by1000.	32.78	142070
HG04219.by1000.	33.8	142070
HG04222.by1000.	40.91	142070
HG04225.by1000.	40.33	142070
HG04227.by1000.	33.87	142070
HG04228.by1000.	34.08	142070
HG04229.by1000.	29.69	142070
HG04235.by1000.	35.91	142070
HG04238.by1000.	32.04	142070
HG04239.by1000.	31.16	142070
NA06984.by1000.	33.88	142070
NA06985.by1000.	35.0	142070
NA06986.by1000.	32.31	142070
NA06989.by1000.	28.85	142070
NA06991.by1000.	29.5	142070
NA06993.by1000.	34.01	142070
NA06994.by1000.	30.62	142070
NA06995.by1000.	34.39	142070
NA06997.by1000.	32.24	142070
NA07000.by1000.	36.96	142070
NA07014.by1000.	34.52	142070
NA07019.by1000.	33.28	142070
NA07022.by1000.	33.27	142070
NA07029.by1000.	34.08	142070
NA07031.by1000.	33.66	142070
NA07034.by1000.	31.89	142070
NA07037.by1000.	34.63	142070
NA07045.by1000.	35.41	142070
NA07048.by1000.	33.22	142070
NA07051.by1000.	32.36	142070
NA07055.by1000.	31.39	142070
NA07056.by1000.	31.72	142070
NA07345.by1000.	29.49	142070
NA07346.by1000.	34.35	142070
NA07347.by1000.	34.05	142070
NA07348.by1000.	33.15	142070
NA07349.by1000.	31.54	142070
NA07357.by1000.	30.62	142070
NA07435.by1000.	35.44	142070
NA10830.by1000.	30.47	142070
NA10831.by1000.	35.62	142070
NA10835.by1000.	29.44	142070
NA10836.by1000.	34.1	142070
NA10837.by1000.	34.84	142070
NA10838.by1000.	33.87	142070
NA10839.by1000.	35.43	142070
NA10840.by1000.	29.07	142070
NA10842.by1000.	32.89	142070
NA10843.by1000.	34.33	142070
NA10845.by1000.	34.22	142070
NA10846.by1000.	34.26	142070
NA10847.by1000.	33.23	142070
NA10851.by1000.	33.11	142070
NA10852.by1000.	35.06	142070
NA10854.by1000.	34.43	142070
NA10855.by1000.	33.29	142070
NA10856.by1000.	33.38	142070
NA10857.by1000.	36.595	142070
NA10859.by1000.	34.1	142070
NA10860.by1000.	33.08	142070
NA10861.by1000.	33.0	142070
NA10863.by1000.	32.95	142070
NA10864.by1000.	33.41	142070
NA10865.by1000.	34.58	142070
NA11829.by1000.	37.38	142070
NA11830.by1000.	34.34	142070
NA11831.by1000.	35.7	142070
NA11832.by1000.	32.71	142070
NA11839.by1000.	33.0	142070
NA11840.by1000.	33.32	142070
NA11843.by1000.	30.75	142070
NA11881.by1000.	33.47	142070
NA11882.by1000.	33.24	142070
NA11891.by1000.	33.52	142070
NA11892.by1000.	33.36	142070
NA11893.by1000.	32.93	142070
NA11894.by1000.	33.4	142070
NA11917.by1000.	33.71	142070
NA11918.by1000.	30.71	142070
NA11919.by1000.	32.03	142070
NA11920.by1000.	31.94	142070
NA11930.by1000.	30.96	142070
NA11931.by1000.	33.83	142070
NA11932.by1000.	33.55	142070
NA11933.by1000.	32.25	142070
NA11992.by1000.	31.56	142070
NA11993.by1000.	33.79	142070
NA11994.by1000.	34.37	142070
NA11995.by1000.	30.1	142070
NA12003.by1000.	36.33	142070
NA12004.by1000.	34.35	142070
NA12005.by1000.	31.27	142070
NA12006.by1000.	33.07	142070
NA12043.by1000.	37.89	142070
NA12044.by1000.	33.97	142070
NA12045.by1000.	33.54	142070
NA12046.by1000.	31.84	142070
NA12056.by1000.	31.05	142070
NA12057.by1000.	35.34	142070
NA12058.by1000.	33.48	142070
NA12144.by1000.	32.32	142070
NA12145.by1000.	31.89	142070
NA12146.by1000.	35.03	142070
NA12154.by1000.	33.25	142070
NA12155.by1000.	33.29	142070
NA12156.by1000.	36.32	142070
NA12234.by1000.	32.32	142070
NA12236.by1000.	32.67	142070
NA12239.by1000.	32.08	142070
NA12248.by1000.	33.25	142070
NA12249.by1000.	36.92	142070
NA12264.by1000.	33.43	142070
NA12272.by1000.	33.76	142070
NA12273.by1000.	33.07	142070
NA12274.by1000.	31.74	142070
NA12275.by1000.	29.42	142070
NA12282.by1000.	35.28	142070
NA12283.by1000.	41.86	142070
NA12286.by1000.	33.66	142070
NA12287.by1000.	33.89	142070
NA12329.by1000.	33.73	142070
NA12335.by1000.	33.91	142070
NA12336.by1000.	34.98	142070
NA12340.by1000.	33.3	142070
NA12341.by1000.	35.62	142070
NA12342.by1000.	39.3	142070
NA12343.by1000.	34.12	142070
NA12344.by1000.	31.15	142070
NA12347.by1000.	35.18	142070
NA12348.by1000.	31.68	142070
NA12376.by1000.	32.8	142070
NA12383.by1000.	33.01	142070
NA12386.by1000.	33.72	142070
NA12399.by1000.	40.07	142070
NA12400.by1000.	39.52	142070
NA12413.by1000.	29.65	142070
NA12414.by1000.	30.86	142070
NA12485.by1000.	32.17	142070
NA12489.by1000.	32.63	142070
NA12546.by1000.	31.76	142070
NA12707.by1000.	35.06	142070
NA12716.by1000.	34.25	142070
NA12717.by1000.	33.78	142070
NA12718.by1000.	32.23	142070
NA12739.by1000.	32.56	142070
NA12740.by1000.	33.965	142070
NA12748.by1000.	34.13	142070
NA12749.by1000.	31.2	142070
NA12750.by1000.	35.53	142070
NA12751.by1000.	38.26	142070
NA12752.by1000.	31.97	142070
NA12753.by1000.	27.72	142070
NA12760.by1000.	35.53	142070
NA12761.by1000.	34.0	142070
NA12762.by1000.	35.37	142070
NA12763.by1000.	33.65	142070
NA12766.by1000.	35.29	142070
NA12767.by1000.	33.02	142070
NA12775.by1000.	33.72	142070
NA12776.by1000.	33.52	142070
NA12777.by1000.	33.33	142070
NA12778.by1000.	29.87	142070
NA12801.by1000.	33.69	142070
NA12802.by1000.	32.63	142070
NA12812.by1000.	36.81	142070
NA12813.by1000.	55.42	142070
NA12814.by1000.	33.48	142070
NA12815.by1000.	35.19	142070
NA12817.by1000.	35.35	142070
NA12818.by1000.	34.24	142070
NA12827.by1000.	47.99	142070
NA12828.by1000.	32.0	142070
NA12829.by1000.	52.83	142070
NA12830.by1000.	30.75	142070
NA12832.by1000.	31.63	142070
NA12842.by1000.	32.67	142070
NA12843.by1000.	31.05	142070
NA12864.by1000.	32.41	142070
NA12865.by1000.	33.02	142070
NA12872.by1000.	42.26	142070
NA12873.by1000.	39.93	142070
NA12874.by1000.	35.15	142070
NA12875.by1000.	32.98	142070
NA12877.by1000.	34.76	142070
NA12878.by1000.	32.74	142070
NA12889.by1000.	41.96	142070
NA12890.by1000.	31.28	142070
NA12891.by1000.	35.05	142070
NA12892.by1000.	34.28	142070
NA18484.by1000.	33.18	142070
NA18485.by1000.	34.39	142070
NA18486.by1000.	32.39	142070
NA18487.by1000.	34.2	142070
NA18488.by1000.	31.65	142070
NA18489.by1000.	58.67	142070
NA18497.by1000.	34.05	142070
NA18498.by1000.	30.29	142070
NA18499.by1000.	33.98	142070
NA18500.by1000.	31.46	142070
NA18501.by1000.	29.22	142070
NA18502.by1000.	29.79	142070
NA18503.by1000.	33.12	142070
NA18504.by1000.	31.38	142070
NA18505.by1000.	37.27	142070
NA18506.by1000.	33.65	142070
NA18507.by1000.	32.82	142070
NA18508.by1000.	46.53	142070
NA18510.by1000.	30.18	142070
NA18511.by1000.	40.88	142070
NA18515.by1000.	33.18	142070
NA18516.by1000.	32.99	142070
NA18517.by1000.	33.53	142070
NA18518.by1000.	39.67	142070
NA18519.by1000.	30.21	142070
NA18520.by1000.	32.44	142070
NA18521.by1000.	29.7	142070
NA18522.by1000.	30.78	142070
NA18523.by1000.	34.08	142070
NA18525.by1000.	33.3	142070
NA18526.by1000.	35.23	142070
NA18528.by1000.	30.25	142070
NA18530.by1000.	33.99	142070
NA18531.by1000.	30.62	142070
NA18532.by1000.	30.69	142070
NA18533.by1000.	30.77	142070
NA18534.by1000.	30.44	142070
NA18535.by1000.	30.22	142070
NA18536.by1000.	30.35	142070
NA18537.by1000.	33.12	142070
NA18538.by1000.	42.29	142070
NA18539.by1000.	37.73	142070
NA18541.by1000.	36.39	142070
NA18542.by1000.	32.76	142070
NA18543.by1000.	32.19	142070
NA18544.by1000.	32.08	142070
NA18545.by1000.	34.93	142070
NA18546.by1000.	32.37	142070
NA18547.by1000.	40.09	142070
NA18548.by1000.	33.46	142070
NA18549.by1000.	32.99	142070
NA18550.by1000.	31.18	142070
NA18552.by1000.	32.12	142070
NA18553.by1000.	34.2	142070
NA18555.by1000.	33.99	142070
NA18557.by1000.	32.53	142070
NA18558.by1000.	31.87	142070
NA18559.by1000.	36.37	142070
NA18560.by1000.	31.69	142070
NA18561.by1000.	31.37	142070
NA18562.by1000.	36.86	142070
NA18563.by1000.	34.55	142070
NA18564.by1000.	33.4	142070
NA18565.by1000.	52.45	142070
NA18566.by1000.	32.09	142070
NA18567.by1000.	34.5	142070
NA18570.by1000.	31.08	142070
NA18571.by1000.	34.35	142070
NA18572.by1000.	48.9	142070
NA18573.by1000.	32.71	142070
NA18574.by1000.	33.79	142070
NA18577.by1000.	33.29	142070
NA18579.by1000.	33.56	142070
NA18582.by1000.	33.85	142070
NA18591.by1000.	43.93	142070
NA18592.by1000.	35.03	142070
NA18593.by1000.	33.22	142070
NA18595.by1000.	31.85	142070
NA18596.by1000.	31.27	142070
NA18597.by1000.	31.15	142070
NA18599.by1000.	36.2	142070
NA18602.by1000.	29.86	142070
NA18603.by1000.	35.22	142070
NA18605.by1000.	33.24	142070
NA18606.by1000.	41.83	142070
NA18608.by1000.	33.17	142070
NA18609.by1000.	35.27	142070
NA18610.by1000.	31.63	142070
NA18611.by1000.	35.2	142070
NA18612.by1000.	47.39	142070
NA18613.by1000.	32.91	142070
NA18614.by1000.	31.02	142070
NA18615.by1000.	33.91	142070
NA18616.by1000.	32.37	142070
NA18617.by1000.	33.02	142070
NA18618.by1000.	35.34	142070
NA18619.by1000.	33.14	142070
NA18620.by1000.	36.08	142070
NA18621.by1000.	31.52	142070
NA18622.by1000.	34.15	142070
NA18623.by1000.	33.41	142070
NA18624.by1000.	32.12	142070
NA18625.by1000.	34.31	142070
NA18626.by1000.	36.72	142070
NA18627.by1000.	31.69	142070
NA18628.by1000.	32.26	142070
NA18629.by1000.	41.48	142070
NA18630.by1000.	45.754999999999995	142070
NA18631.by1000.	32.9	142070
NA18632.by1000.	32.71	142070
NA18633.by1000.	40.98	142070
NA18634.by1000.	31.28	142070
NA18635.by1000.	35.09	142070
NA18636.by1000.	35.94	142070
NA18637.by1000.	33.85	142070
NA18638.by1000.	55.45	142070
NA18639.by1000.	31.74	142070
NA18640.by1000.	33.54	142070
NA18641.by1000.	33.89	142070
NA18642.by1000.	35.26	142070
NA18643.by1000.	35.97	142070
NA18644.by1000.	43.54	142070
NA18645.by1000.	33.13	142070
NA18646.by1000.	30.41	142070
